"","'Page number","'Layout","'Text","'Reading Order","'Confidence score % (Layout)","file"
"2762","'7","'Text 196 - Part of List 16","'Hel: 2 Bell 47G, AB-205, 6 AB-206,2 CH-47C.","'250","'46.58203125","04597228108459915/layout.csv"
"2763","'7","'Text 197","'Para-Military Forces: 1,400 Police Field Force, Police Marine Unit; 35,000 Citizen's Militia.","'251","'78.90625000","04597228108459915/layout.csv"
"2764","'7","'Section header 19","'ZAIRE","'252","'66.55273438","04597228108459915/layout.csv"
"2765","'7","'Text 198","'Population: 29,770,000. Military service: voluntary. Total armed forces: 22,100. Estimated GNP 1978: $2.3 bn. Defence expenditure 1979: 92m zaires ($50.5 m). $1 = 1.73 zaires (1979), 1.75 zaires (1978).","'253","'93.40820313","04597228108459915/layout.csv"
"2766","'7","'Text 199","'Army: 18,500. 1 inf 'div' (4 bdes, I inf bn, 1 armd sqn; bde str).","'254","'59.91210938","04597228108459915/layout.csv"
"2767","'8","'Page number 7","'66","'255","'97.65625000","04597228108459915/layout.csv"
"2768","'8","'Header 7","'SUB-SAHARAN AFRICA","'256","'50.58593750","04597228108459915/layout.csv"
"2769","'8","'List 17",NA,"'257","'47.55859375","04597228108459915/layout.csv"
"2770","'8","'Text 200 - Part of List 17","'1 indep armd bde.","'258","'89.94140625","04597228108459915/layout.csv"
"2771","'8","'Text 201 - Part of List 17","'1 para bde (3 para bns).","'259","'93.55468750","04597228108459915/layout.csv"
"2772","'8","'Text 202 - Part of List 17","'1 special force bde.","'260","'91.50390625","04597228108459915/layout.csv"
"2773","'8","'Text 203 - Part of List 17","'1 Presidential Guard unit.","'261","'96.43554688","04597228108459915/layout.csv"
"2774","'8","'Text 204 - Part of List 17","'1 spt bn.","'262","'91.40625000","04597228108459915/layout.csv"
"2775","'8","'Text 205 - Part of List 17","'50 ex Ch Type-62 It tks; 95 AML-60, 40 AML-90 armd cars; 9 M-113, K-63, 60 M-3, M-3 half- track APC; 75mm pack, 122mm, 130mm guns/- how; 82mm, 4.2-in, 120mm mor; 107mm RL; 57mm ATK guns; 57mm, 75mm, 106mm RCL; 37mm, 40mm AA guns.","'263","'96.63085938","04597228108459915/layout.csv"
"2776","'8","'Text 206 - Part of List 17","'(On order: 120mm mor.)","'264","'69.82421875","04597228108459915/layout.csv"
"2777","'8","'Text 207","'Navy: 1,500, incl marines. 4 ex-Ch Shanghai II patrol boats. 36 patrol craft(: 4 Huchwan, 10 Sewart, 3 N. - Korean P-4, 8 ex-US, 11 others.","'265","'49.12109375","04597228108459915/layout.csv"
"2778","'8","'Text 208","'MARINES: (600).","'266","'52.14843750","04597228108459915/layout.csv"
"2779","'8","'Text 209","'Bases: Matadi, Kalemie, Kinshasa, Banana.","'267","'79.58984375","04597228108459915/layout.csv"
"2780","'8","'Text 210","'Air Force: 2,100; 29 combat aircraft. 1 fighter sqn with 10 Mirage 5M/5DM. 2 COIN sqns with 6 MB-326K, 6 AT-6G. 1 liaison sqn with 20 Reims Cessna FTB-337. 1 tpt wing with 6 C-130H, 2 DC-6, 2 DHC-4A, 3 Buffalo, 8 C-47, 4 C-54, 2 MU-2, 1 Falcon-20. 1 hel sqn: 5 Alouette III, 5 Puma, 1 Super Frelon. Trg ac incl 15 Cessna 310, 12 Cessna 150, 13 MB-326GB, 12 SF-260MC. (On order: 4 F-27-500 ac.)","'268","'83.30078125","04597228108459915/layout.csv"
"2781","'8","'Text 211","'Para-Military Forces: 35,000: 35 Gendarmerie bns.","'269","'78.46679688","04597228108459915/layout.csv"
"2782","'8","'Section header 20","'ZAMBIA","'270","'55.71289063","04597228108459915/layout.csv"
"2783","'8","'Text 212","'Population: 6,020,000. Military service: voluntary. Total armed forces: 15,500. Estimated GNP 1979: $2.8 bn. Defence expenditure 1979: 488.8 m kwacha ($387.9 m). $1 = 1.26 kwacha (1979).","'271","'86.52343750","04597228108459915/layout.csv"
"2784","'8","'Text 213","'Army: 14,000.","'272","'41.77246094","04597228108459915/layout.csv"
"2785","'8","'List 18",NA,"'273","'41.96777344","04597228108459915/layout.csv"
"2786","'8","'Text 214 - Part of List 18","'1 armd regt.","'274","'45.60546875","04597228108459915/layout.csv"
"2787","'8","'Text 215 - Part of List 18","'1 armd recce bn.","'275","'41.96777344","04597228108459915/layout.csv"
"2788","'8","'Text 216 - Part of List 18","'5 inf bns.","'276","'45.89843750","04597228108459915/layout.csv"
"2789","'8","'Text 217 - Part of List 18","'1 arty bn, 2 AA arty btys.","'277","'41.57714844","04597228108459915/layout.csv"
"2790","'8","'Text 218 - Part of List 18","'1 engr, 1 sig sqns.","'278","'39.13574219","04597228108459915/layout.csv"
"2791","'8","'Text 219 - Part of List 18","'60 T-54/-55 med tks; 50 BRDM-1/-2, 28 Ferret scout cars; 18 105mm how; 30+ BM-21 122mm MRL; 24 20mm AA guns; SA-7 SAM. (On order: armd cars, APC.)","'279","'39.64843750","04597228108459915/layout.csv"
"2792","'8","'Text 220","'Air Force: 1,500; 49 combat aircraft. 3 FGA sqns: 1 with 12 MiG-19/F-6; 1 with 6 Jast- reb; 1 with 16 MiG-21 (forming). 1 COIN/trg sqn with 15 MB-326GB.","'280","'81.93359375","04597228108459915/layout.csv"
"2793","'8","'List 19",NA,"'281","'57.66601563","04597228108459915/layout.csv"
"2794","'8","'Text 221 - Part of List 19","'2 tpt sqns: 1 with 2 Yak-40, 2 DC-6, 5 DHC-4, 7 DHC-5D, 10 C-47, 1 HS-748; 1 with 4 DHC-2, 10 Do-28.","'282","'80.76171875","04597228108459915/layout.csv"
"2795","'8","'Text 222 - Part of List 19","'1 liaison sqn with 20 Saab Safari.","'283","'42.91992188","04597228108459915/layout.csv"
"2796","'8","'Text 223 - Part of List 19","'Trainers incl 2 MiG-21UTI, 8 SF-260MZ, 12 BT-6, 2 Galeb.","'284","'83.00781250","04597228108459915/layout.csv"
"2797","'8","'Text 224 - Part of List 19","'1 hel sqn with 12 AB-205A, 5 AB-206, 1 AB-212, 17 Bell 47G, 6 Mi-8.","'285","'79.29687500","04597228108459915/layout.csv"
"2798","'8","'Text 225 - Part of List 19","'1 SAM unit with 12 Rapier, 3 Tigercat, SA-3 Goa.","'286","'68.40820313","04597228108459915/layout.csv"
"2799","'8","'Text 226","'Para-Military Forces: 1,200; Police Mobile Unit (PMU), 1 bn of 4 coys (700); Police Para-Military Unit (PPMU), 1 bn of 3 coys (500), 2 hel.","'287","'66.35742188","04597228108459915/layout.csv"
"2800","'8","'Section header 21","'ZIMBABWE","'288","'74.70703125","04597228108459915/layout.csv"
"2801","'8","'Text 227","'Population: 7,670,000. Military service: selective. Total armed forces: 34,000.* Estimated GNP 1978: $US 3.3 bn. Defence expenditure 1980-81: $Z 308 m ($US 444 m). $US 1 = $Z L0.694 (1980), $R 0.768 (1978).","'289","'89.59960938","04597228108459915/layout.csv"
"2802","'8","'Text 228","'Army: 33,000.","'290","'63.33007813","04597228108459915/layout.csv"
"2803","'8","'List 20",NA,"'291","'73.48632813","04597228108459915/layout.csv"
"2804","'8","'Text 229 - Part of List 20","'4 bde HQ.","'292","'73.33984375","04597228108459915/layout.csv"
"2805","'8","'Text 230 - Part of List 20","'1 armd car regt.","'293","'87.54882813","04597228108459915/layout.csv"
"2806","'8","'Text 231 - Part of List 20","'30 inf bns.","'294","'83.44726563","04597228108459915/layout.csv"
"2807","'8","'Text 232 - Part of List 20","'1 arty regt.","'295","'86.18164063","04597228108459915/layout.csv"
"2808","'8","'Text 233 - Part of List 20","'2 cdo, 2 para bns.","'296","'86.91406250","04597228108459915/layout.csv"
"2809","'8","'Text 234 - Part of List 20","'5 engr, 5 sigs sqns.","'297","'88.18359375","04597228108459915/layout.csv"
"2810","'8","'Text 235 - Part of List 20","'4 service field coys.","'298","'88.96484375","04597228108459915/layout.csv"
"2811","'8","'Text 236 - Part of List 20","'10 T-34, 10 T-54 med tks; 40 AML-90 Eland armd, 15 Ferret scout cars; BTR-152, UR-416, Buffalo, Hippo, Hyena, Leopard APC; 12 25-pdr, 6 5.5-in guns/how; 81mm mor; 106mm RCL; 20mm, 23mm AA guns.","'299","'91.50390625","04597228108459915/layout.csv"
"2812","'8","'Text 237","'Air Force: 1,000; some 39 combat aircraft.","'300","'46.48437500","04597228108459915/layout.csv"
"2813","'8","'List 21",NA,"'301","'70.50781250","04597228108459915/layout.csv"
"2814","'8","'Text 238 - Part of List 21","'1 It bbr sqn with 5 Canberra B-2, 2 T-4.","'302","'90.57617188","04597228108459915/layout.csv"
"2815","'8","'Text 239 - Part of List 21","'2 FGA sqns: 1 with 9 Hunter FGA-9, 1 T-7; 1 with 5 Vampire FB-9.","'303","'94.18945313","04597228108459915/layout.csv"
"2816","'8","'Text 240 - Part of List 21","'1 COIN/recce sqn with 17 Cessna 337 (O-2) Lynx.","'304","'75.48828125","04597228108459915/layout.csv"
"2817","'8","'Text 241 - Part of List 21","'1 trg/recce/liaison sqn with 13 SF-260W/C Genet, 6 AL-60FS Trojan, 1 Jet Provost, 8 Cessna 185.","'305","'92.82226563","04597228108459915/layout.csv"
"2818","'8","'Text 242 - Part of List 21","'1 tpt sqn with 11 C-47, 4 Islander, 17 R-337 Lynx, 1 Cessna 402.","'306","'94.58007813","04597228108459915/layout.csv"
"2819","'8","'Text 243 - Part of List 21","'2 hel sqns with 30 Alouette II/III, 8 Bell/AB 205A.","'307","'88.96484375","04597228108459915/layout.csv"
"2820","'8","'Text 244","'(On order: 8 Hawk fighter/trg ac.)","'308","'40.30761719","04597228108459915/layout.csv"
"2821","'8","'Text 245","'RESERVES: 16,000 ex-guerrillas.","'309","'52.83203125","04597228108459915/layout.csv"
"2822","'8","'Text 246","'Para-Military Forces: Zimbabwe Republic Police Force: 10,000 active, 30,000 reservists, being reorganized. Border Guard (forming).","'310","'74.41406250","04597228108459915/layout.csv"
"2823","'8","'Text 247","'Zimbabwe African National Liberation Army (ZANLA) and Zimbabwe People's Revolutionary Army (ZIPRA) personnel amalgamating with Regular Army. Peak total of 50,000 may subsequently be reduced to about 30,000.","'311","'69.58007813","04597228108459915/layout.csv"
"2824","'9","'Text 248","'ARMED FORCES OF OTHER AFRICAN STATES","'312","'70.65429688","04597228108459915/layout.csv"
"2825","'9","'Table 1",NA,"'313","'96.38671875","04597228108459915/layout.csv"
"2826","'10","'Text 249","'Armed Forces of Other African States (cont.)","'314","'62.69531250","04597228108459915/layout.csv"
"2827","'10","'Table 2",NA,"'315","'97.26562500","04597228108459915/layout.csv"
"2828","'11","'Table 3",NA,"'316","'94.72656250","04597228108459915/layout.csv"
"2829","'12","'Text 250","'Armed Forces of Other African States (cont.)","'317","'58.98437500","04597228108459915/layout.csv"
"2830","'12","'Table 4",NA,"'318","'96.87500000","04597228108459915/layout.csv"
"2831","'13","'Table 5",NA,"'319","'96.04492188","04597228108459915/layout.csv"
"2832","'13","'Text 251","'* All services form part of the Army t Rapid inflation makes GNP figure unreliable § Serviceability doubtful","'320","'40.64941406","04597228108459915/layout.csv"
"2833","'1","'Header 1","'This article was downloaded by: [George Mason University] On: 04 January 2015, At: 18:43 Publisher: Routledge Informa Ltd Registered in England and Wales Registered Number: 1072954 Registered office: Mortimer House, 37-41 Mortimer Street, London W1T 3JH, UK","'0","'88.52539063","04597228108459916/layout.csv"
"2834","'1","'Figure 1",NA,"'1","'72.11914063","04597228108459916/layout.csv"
"2835","'1","'Title 1","'The Military Balance","'2","'30.93261719","04597228108459916/layout.csv"
"2836","'1","'Header 2","'Publication details, including instructions for authors and subscription information: http://www.tandfonline.com/loi/tmib20","'3","'37.67089844","04597228108459916/layout.csv"
"2837","'1","'Header 3","'Published online: 22 Jan 2009.","'4","'29.49218750","04597228108459916/layout.csv"
"2838","'1","'Title 2","'Asia and Australasia","'5","'31.86035156","04597228108459916/layout.csv"
"2839","'1","'Text 1","'To cite this article: (1981) Asia and Australasia, The Military Balance, 81:1, 72-90, DOI: 10.1080/04597228108459916 To link to this article: http://dx.doi.org/10.1080/04597228108459916","'6","'95.11718750","04597228108459916/layout.csv"
"2840","'1","'Section header 1","'PLEASE SCROLL DOWN FOR ARTICLE","'7","'84.81445313","04597228108459916/layout.csv"
"2841","'1","'Text 2","'Taylor & Francis makes every effort to ensure the accuracy of all the information (the ""Content"") contained in the publications on our platform. However, Taylor & Francis, our agents, and our licensors make no representations or warranties whatsoever as to the accuracy, completeness, or suitability for any purpose of the Content. Any opinions and views expressed in this publication are the opinions and views of the authors, and are not the views of or endorsed by Taylor & Francis. The accuracy of the Content should not be relied upon and should be independently verified with primary sources of information. Taylor and Francis shall not be liable for any losses, actions, claims, proceedings, demands, costs, expenses, damages, and other liabilities whatsoever or howsoever caused arising directly or indirectly in connection with, in relation to or arising out of the use of the Content.","'8","'96.97265625","04597228108459916/layout.csv"
"2842","'1","'Text 3","'This article may be used for research, teaching, and private study purposes. Any substantial or systematic reproduction, redistribution, reselling, loan, sub-licensing, systematic supply, or distribution in any form to anyone is expressly forbidden. Terms & Conditions of access and use can be found at http:// www.tandfonline.com/page/terms-and-conditions","'9","'93.65234375","04597228108459916/layout.csv"
"2843","'2","'Page number 1","'72","'10","'94.18945313","04597228108459916/layout.csv"
"2844","'2","'Header 4","'Asia and Australasia","'11","'58.59375000","04597228108459916/layout.csv"
"2845","'2","'Section header 2","'CHINA","'12","'58.05664063","04597228108459916/layout.csv"
"2846","'2","'Text 4","'Chinese defence policy has for many years maintained a balance, at times uneasy, between the two concepts of nuclear deterrence and People's War. The former aims to deter strategic attack, the latter, by mass mobilization of the population, to deter or repel conventional land invasion. Mao's death in September 1976 and the subsequent attacks on the 'Gang of Four' removed the strongest, but not the only, supporters of the strategic concept that mass man- power was the primary deterrent. There are indications of an effort to develop more modern general-purpose forces in order to meet more limited military contingencies than the extremes of nuclear deterrence or mass war.","'13","'98.29101563","04597228108459916/layout.csv"
"2847","'2","'Text 5","'The conventional arms inventory of the People's Liberation Army (PLA) generally falls behind that of nations with advanced technology. However, as one of the Four Modern- izations, China's defence is due for gradual updating. This will involve, in many cases, the replacement of Soviet or Soviet-designed equipment. Indigenous designs and Western tech- nology and equipment will be more widely used. In June 1981 the United States agreed in principle to sell arms to China, in addition to the logistic and dual-use equipment and tech- nology agreed under the Carter Administration. This has added to China's potential sources of supply. But the current phase of economic readjustment has meant a 20% cut in the defence budget - and possibly in manpower also - and the process of modernization is likely to be quite slow (see the note on defence expenditure which follows the country entry).","'14","'97.46093750","04597228108459916/layout.csv"
"2848","'2","'Section header 3","'Nuclear Weapons","'15","'92.23632813","04597228108459916/layout.csv"
"2849","'2","'Text 6","'The research programme continues, and one nuclear test was recorded in 1980. The total then was at least 26 since testing started in 1964. A nuclear force capable of reaching large parts of the Soviet Union and Asia is operational. The stockpile of weapons, both fission and fusion, is believed to amount to several hundreds and probably will continue to grow. Fighter aircraft could be used for tactical delivery, and for longer ranges there is the B-6/Tu-16 medium bomber, with a radius of action up to 3,000 km. MRBM with a range of some 1,800 km are operational but may be replaced by IRBM, also operational now, with a range of about 2,500 km. The missile forces are controlled by the Second Artillery, the missile arm of the PLA.","'16","'89.74609375","04597228108459916/layout.csv"
"2850","'2","'Text 7","'A multi-stage ICBM with a limited range of 6,000-7,000 km was first tested in 1976 and some have been deployed. An ICBM thought to have a range of some 13,000 km has also been under development and there are suggestions that its deployment may now be beginning. A successful full-range test took place in May 1980. The missile has been successfully used (and thus tested) as a launcher for satellites. China has also one G-class submarine with missile launching tubes, but does not appear to have missiles for it. All the present missiles are liquid- fuelled. Solid propellants are being developed and are reported to have powered the 1980 ICBM test vehicle.","'17","'93.99414063","04597228108459916/layout.csv"
"2851","'2","'Section header 4","'Conventional Forces","'18","'91.55273438","04597228108459916/layout.csv"
"2852","'2","'Text 8","'The PLA embraces all arms and services, including naval and air elements. China is organized in 11 Military Regions (MR) with 29 Military Districts (MD) and divided into Main and Local Forces. Main Force (MF) divisions, which comprise the field army, are commanded by the Ministry of National Defence, although some reports suggest that command is being trans- ferred to the MR in which they are stationed and which are already responsible for their administration. They are available for operations in any region. Local Forces (LF), which include Border Defence and Internal Defence units, are predominantly infantry, are less well equipped and are intended to defend their own Provinces together with para-military units. Command of them may be vested in the MR.","'19","'97.75390625","04597228108459916/layout.csv"
"2853","'3","'Header 5","'ASIA AND AUSTRALASIA","'20","'70.01953125","04597228108459916/layout.csv"
"2854","'3","'Page number 2","'73","'21","'97.41210938","04597228108459916/layout.csv"
"2855","'3","'Text 9","'Artillery, Engineer, Railway, and Production and Construction Corps units are controlled directly by the Ministry of National Defence. Infantry units account for most of the ground- force manpower and 118 of the some 185 MF divisions; there are only 11 armoured divisions.","'22","'78.80859375","04597228108459916/layout.csv"
"2856","'3","'Text 10","'The naval and air elements of the PLA have only about one-fifth of the total manpower, compared with about a quarter for their counterparts in the Soviet Union, but naval strength is increasing, and the equipment for both arms is also steadily being modernized. The PLA, essentially a defensive force, lacks facilities and logistic support for protracted large-scale operations outside China.","'23","'72.80273438","04597228108459916/layout.csv"
"2857","'3","'Text 11","'Major weapons systems produced include F-7/-8 and A-5 fighters, SA-2-type SAM, Type-59 medium, Types-60/63 amphibious and Type-62 light tanks and K-63 APC. Two Han-class nuclear attack submarines are in service, and R- and W-class medium-range diesel submarines are being built, together with SSM destroyers, frigates and fast patrol boats. Britain has sold air- craft engines, artillery and fire-control equipment and radar, and the United States has sold computers and radars and is contemplating the sale of a much wider range of defensive and non-combat military equipment.","'24","'86.32812500","04597228108459916/layout.csv"
"2858","'3","'Section header 5","'Bilateral Agreements","'25","'86.13281250","04597228108459916/layout.csv"
"2859","'3","'Text 12","'In 1950 China signed a 30-year Treaty of Alliance and Friendship with the Soviet Union which contained mutual defence obligations. This expired on 10 April 1980 and has not been renewed. There is a mutual defence agreement with North Korea, dating from 1961, and an agreement to provide free military aid. There are non-aggression pacts with Afghanistan, Burma and Kampuchea. Chinese military equipment and logistic support have been offered to a number of countries. Major recipients of arms have included Albania, Egypt, Pakistan and Tanzania.","'26","'97.90039063","04597228108459916/layout.csv"
"2860","'3","'Section header 6","'CHINA","'27","'69.09179688","04597228108459916/layout.csv"
"2861","'3","'Text 13","'Population: 1,024,890,000","'28","'47.94921875","04597228108459916/layout.csv"
"2862","'3","'Text 14","'Military Service:* selective. Army 3 years, Air and Army technicians 4 years, Navy 5 years. (Technicians may volunteer for 15 years.)","'29","'79.00390625","04597228108459916/layout.csv"
"2863","'3","'Text 15","'Total regular forces: 4,750,000 (incl railway, con- struction corps troops).","'30","'64.50195313","04597228108459916/layout.csv"
"2864","'3","'Text 16","'GNP and defence expenditure: see note on p. 00.","'31","'50.68359375","04597228108459916/layout.csv"
"2865","'3","'Section header 7","'Strategic Forces:","'32","'78.27148438","04597228108459916/layout.csv"
"2866","'3","'Text 17","'OFFENSIVE:","'33","'54.29687500","04597228108459916/layout.csv"
"2867","'3","'Text 18","'(a) Second Artillery (under Army control): ICBM: 4 CSS-3 (range 3,200-3,800 nm/6,000-7,000 km), 1-3 MT. (Deployment may now have started of CSS-4 ICBM, estimated range 7,000 nm/13,000 km, 5-10 MT warhead.) IRBM: 65-85 CSS-2 (range 2,500 km), 1-3 MT. MRBM: Some 50 CSS-1 Tong Feng (East Wind) (range 1,800 km), 15 KT.","'34","'78.90625000","04597228108459916/layout.csv"
"2868","'3","'Text 19","'(b) Aircraft (under Air Force control): 3 regts with 90 B(Hong)-6 med bbrs.","'35","'53.61328125","04597228108459916/layout.csv"
"2869","'3","'Text 20","'DEFENSIVE:","'36","'58.15429688","04597228108459916/layout.csv"
"2870","'3","'List 1",NA,"'37","'39.89257813","04597228108459916/layout.csv"
"2871","'3","'Text 21 - Part of List 1","'(a) Ballistic missile EW phased-array radar com- plex.","'38","'88.81835938","04597228108459916/layout.csv"
"2872","'3","'Text 22 - Part of List 1","'(b) Air Force AD system, capable of limited defence of key urban and industrial areas, mili- tary installations and weapon complexes, with","'39","'92.91992188","04597228108459916/layout.csv"
"2873","'3","'List 2",NA,"'40","'29.95605469","04597228108459916/layout.csv"
"2874","'3","'Text 23 - Part of List 2","'up to 4,000 naval and air force fighters, about 85 CSA-1 (SA-2) SAM units and over 15,000 AA guns.","'41","'89.69726563","04597228108459916/layout.csv"
"2875","'3","'Text 24 - Part of List 2","'(c) A civil defence shelter and evacuation system exists in Beijing and other key cities.","'42","'76.22070313","04597228108459916/layout.csv"
"2876","'3","'Text 25","'Army: 3,900,000.","'43","'55.90820313","04597228108459916/layout.csv"
"2877","'3","'Text 26","'Main Forces (Field Army):","'44","'49.31640625","04597228108459916/layout.csv"
"2878","'3","'Text 27","'Some 40 armies (45,000 men), each normally of 3 divs, 1 arty regt and spt tps (some have 1 indep tk regt, some have 2 arty regts), com- prising:","'45","'65.82031250","04597228108459916/layout.csv"
"2879","'3","'Text 28","'11 armd divs.","'46","'75.04882813","04597228108459916/layout.csv"
"2880","'3","'Text 29","'118 inf divs.","'47","'66.99218750","04597228108459916/layout.csv"
"2881","'3","'Text 30","'Some 40 field arty divs.","'48","'61.66992188","04597228108459916/layout.csv"
"2882","'3","'Text 31","'Some arty, anti-tank, AA regts.","'49","'59.08203125","04597228108459916/layout.csv"
"2883","'3","'Text 32","'Some 35 recce, engr, sigs, chemical bns (some organized into regts) (Army tps).","'50","'53.41796875","04597228108459916/layout.csv"
"2884","'3","'Text 33","'12 railway divs","'51","'44.16503906","04597228108459916/layout.csv"
"2885","'3","'Text 34","'Construction engr divs","'52","'49.60937500","04597228108459916/layout.csv"
"2886","'3","'Text 35","'under","'53","'40.45410156","04597228108459916/layout.csv"
"2887","'3","'Text 36","'(being returned to","'54","'99.92414856","04597228108459916/layout.csv"
"2888","'3","'Text 37","'central","'55","'99.99093628","04597228108459916/layout.csv"
"2889","'3","'Text 38","'* The People's Liberation Army is one service; naval and air components are listed separately for purposes of comparison.","'56","'69.53125000","04597228108459916/layout.csv"
"2890","'3","'Text 39","'civilian control)","'57","'45.80078125","04597228108459916/layout.csv"
"2891","'3","'Text 40","'150 indep engr regts","'58","'48.04687500","04597228108459916/layout.csv"
"2892","'3","'Text 41","'control","'59","'32.47070313","04597228108459916/layout.csv"
"2893","'4","'Page number 3","'74","'60","'96.58203125","04597228108459916/layout.csv"
"2894","'4","'Header 6","'ASIA AND AUSTRALASIA","'61","'70.89843750","04597228108459916/layout.csv"
"2895","'4","'Text 42","'Local Forces (29 provinces, 2-3 divs each): 85 inf divs.","'62","'65.47851563","04597228108459916/layout.csv"
"2896","'4","'Text 43","'130 indep regts (incl Border Guard).","'63","'58.39843750","04597228108459916/layout.csv"
"2897","'4","'Text 44","'11,000 Sov IS-2 hy, T-34, T-54, domestic Type-59 and modified Type-59/T-69 med, 600 Types-60/-63 (PT-76) amph and Type-62 It tks; 4,000 K-63, Types-55/-56 (BTR-40/-152) APC; 18,000 85mm, 152mm guns/how, ISU-152 SP guns; Type-54 and ISU-122 SP, 122mm, 152mm, K-63 122mm SP how; 3,900 Type-63-1 107mm, 132mm, 140mm MRL; FROG-type SSM; 20,000 82mm, Type-55 120mm and Type-56 160mm mor; 40mm, 57mm, 90mm RL; 6,000 57mm, 75mm, 82mm RCL; 57mm, Type-54 76mm ATK guns; HOT, AT-3 Sagger/Sagger-type ATGW; 9,000 37mm, 57mm, 85mm, 100mm AA guns.","'64","'97.36328125","04597228108459916/layout.csv"
"2898","'4","'Section header 8","'DEPLOYMENT:","'65","'88.72070313","04597228108459916/layout.csv"
"2899","'4","'List 3",NA,"'66","'27.36816406","04597228108459916/layout.csv"
"2900","'4","'Text 45 - Part of List 3","'China is divided into 11 Military Regions (MR), in turn divided into 29 Military Districts (MD), as the map on p. 111 shows. Main Force (MF) divs are administered by MR, but may still be controlled centrally. Main Force divs may be front line (full strength) or second line (with many at reduced strength but with front line eqpt). Local Force (LF) divs have fewer men and less modern eqpt.","'67","'98.48632813","04597228108459916/layout.csv"
"2901","'4","'Text 46 - Part of List 3","'Deployment of MF and LF divs, excluding arty and engrs, may be as follows:","'68","'93.21289063","04597228108459916/layout.csv"
"2902","'4","'Text 47 - Part of List 3","'North-east: Shenyang MR (Heilongjiang, Jilin, Liaoning MD): 3 armd, 18 inf; 17 LF.T","'69","'90.96679688","04597228108459916/layout.csv"
"2903","'4","'Text 48 - Part of List 3","'North: Beijing MR (Hebei, Nei Monggol, Shanxi MD); 5 armd, 28 inf; 12 LF.","'70","'88.13476563","04597228108459916/layout.csv"
"2904","'4","'Text 49 - Part of List 3","'North-west: Lanzhou MR (Gansu, Ningxia, Qinghai, Shaanxi MD): 1 armd, 8 inf; 4 LF.+","'71","'55.90820313","04597228108459916/layout.csv"
"2905","'4","'Text 50 - Part of List 3","'West: Urumqi MR (East, North and South Xin- jiang MD): 6 inf; 8 LF.T","'72","'55.71289063","04597228108459916/layout.csv"
"2906","'4","'Text 51 - Part of List 3","'South-west: Chengdu MR (Sichuan, Xizang MD): 9 inf; 6 LF.t","'73","'76.61132813","04597228108459916/layout.csv"
"2907","'4","'Text 52 - Part of List 3","'South: Kunming MR (Guizhou, Yunnan MD): 6 inf; 5 LF. Guangzhou MR (Guangdong, Guanxi, Hainan independent sub-MD, Hunan MD): 12 inf; 11 LF.T","'74","'92.52929688","04597228108459916/layout.csv"
"2908","'4","'Text 53 - Part of List 3","'Centre: Wuhan MR (Henan, Hubei MD): 11 inf, 3 AB (Air Force); 7 LF.","'75","'85.15625000","04597228108459916/layout.csv"
"2909","'4","'Text 54 - Part of List 3","'East: Jinan MR (Shandong MD): 1 armd, 8 inf; 3 LF. Nanjing MR (Anhui, Jiangsu, Zhejiang MD): 1 armd, 6 inf; 6. LF. Fuzhou MR (Fujian, Jiangxi MD): 6 inf; 6 LF.","'76","'91.11328125","04597228108459916/layout.csv"
"2910","'4","'Text 55","'Navy: 360,000 incl 38,000 Naval Air Force and 38,000 Coast Defence Forces: 32 major surface combat ships, 104 attack subs.*","'77","'87.35351563","04597228108459916/layout.csv"
"2911","'4","'List 4",NA,"'78","'29.05273438","04597228108459916/layout.csv"
"2912","'4","'Text 56 - Part of List 4","'1 G-class submarine with SLBM tubes.t","'79","'76.26953125","04597228108459916/layout.csv"
"2913","'4","'Text 57 - Part of List 4","'2 Han SSN.","'80","'55.71289063","04597228108459916/layout.csv"
"2914","'4","'Text 58 - Part of List 4","'102 subs (80 R-, 20 W-class, 2 Ming). §","'81","'52.83203125","04597228108459916/layout.csv"
"2915","'4","'Text 59 - Part of List 4","'15 destroyers: 11 Lüda (Kotlin-type) with 2 triple CSS-N-2 SSM (more building); 4 Anshan (ex-","'82","'74.85351563","04597228108459916/layout.csv"
"2916","'4","'Text 60","'Sov Gordy) with 2 twin CSS-N-2.","'83","'56.68945313","04597228108459916/layout.csv"
"2917","'4","'Text 61","'17 frigates: 12 msl (5 Jianghu with 2 twin CSS-N-2, 3 Jiangdong with 2 twin SAM, 4 Chendu (ex-Sov Riga) with 1 twin CSS-N-2); 5 Jiangnan (Riga-type).","'84","'87.40234375","04597228108459916/layout.csv"
"2918","'4","'Text 62","'9 patrol escorts (7 ex-Japanese, 1 ex-Br, 1 ex-Aus).","'85","'82.27539063","04597228108459916/layout.csv"
"2919","'4","'Text 63","'195 FAC(M) with CSS-N-2: 2 Haidau (6 msls), 100 Hola/Osa (4 msls), 92 Hoku/Komar and 1 Homa hydrofoil< (2 msls).","'86","'72.70507813","04597228108459916/layout.csv"
"2920","'4","'Text 64","'46 large patrol craft: 26 Hainan, 20 Kronshtadt.","'87","'48.14453125","04597228108459916/layout.csv"
"2921","'4","'Text 65","'345 FAC(G): 15 Shanghai I, 295 Shanghai II/III/IV/V, 3 Haikou, 30 SwatowX, 2 Shan- dong hydrofoils(.","'88","'59.61914063","04597228108459916/layout.csv"
